batch_data,timestamp,area_name,people
2025-09-04,2025-09-04 02:55:06 UTC,Ullevaal_Stadion,3153
2025-09-04,2025-09-04 03:00:10 UTC,Ullevaal_Stadion,3144
2025-09-04,2025-09-04 03:05:06 UTC,Ullevaal_Stadion,3111
2025-09-04,2025-09-04 03:10:06 UTC,Ullevaal_Stadion,3100
2025-09-04,2025-09-04 03:15:06 UTC,Ullevaal_Stadion,3133
2025-09-04,2025-09-04 03:20:04 UTC,Ullevaal_Stadion,3102
2025-09-04,2025-09-04 03:25:05 UTC,Ullevaal_Stadion,3096
2025-09-04,2025-09-04 03:30:10 UTC,Ullevaal_Stadion,3142
2025-09-04,2025-09-04 03:35:07 UTC,Ullevaal_Stadion,3107
2025-09-04,2025-09-04 03:40:06 UTC,Ullevaal_Stadion,3113
2025-09-04,2025-09-04 03:45:05 UTC,Ullevaal_Stadion,3093
2025-09-04,2025-09-04 03:50:07 UTC,Ullevaal_Stadion,3162
2025-09-04,2025-09-04 03:55:06 UTC,Ullevaal_Stadion,3202
2025-09-04,2025-09-04 04:00:05 UTC,Ullevaal_Stadion,3178
2025-09-04,2025-09-04 04:05:09 UTC,Ullevaal_Stadion,3178
2025-09-04,2025-09-04 04:10:05 UTC,Ullevaal_Stadion,3182
2025-09-04,2025-09-04 04:15:05 UTC,Ullevaal_Stadion,3269
2025-09-04,2025-09-04 04:20:11 UTC,Ullevaal_Stadion,3262
2025-09-04,2025-09-04 04:25:09 UTC,Ullevaal_Stadion,3296
2025-09-04,2025-09-04 04:30:05 UTC,Ullevaal_Stadion,3267
2025-09-04,2025-09-04 04:35:06 UTC,Ullevaal_Stadion,3287
2025-09-04,2025-09-04 04:40:10 UTC,Ullevaal_Stadion,3393
2025-09-04,2025-09-04 04:45:10 UTC,Ullevaal_Stadion,3424
2025-09-04,2025-09-04 04:50:06 UTC,Ullevaal_Stadion,3453
2025-09-04,2025-09-04 04:55:05 UTC,Ullevaal_Stadion,3373
2025-09-04,2025-09-04 05:00:06 UTC,Ullevaal_Stadion,3440
2025-09-04,2025-09-04 05:05:08 UTC,Ullevaal_Stadion,3540
2025-09-04,2025-09-04 05:10:09 UTC,Ullevaal_Stadion,3562
2025-09-04,2025-09-04 05:15:04 UTC,Ullevaal_Stadion,3624
2025-09-04,2025-09-04 05:20:10 UTC,Ullevaal_Stadion,3718
2025-09-04,2025-09-04 05:25:06 UTC,Ullevaal_Stadion,3742
2025-09-04,2025-09-04 05:30:08 UTC,Ullevaal_Stadion,3791
2025-09-04,2025-09-04 05:35:11 UTC,Ullevaal_Stadion,3751
2025-09-04,2025-09-04 05:40:06 UTC,Ullevaal_Stadion,3889
2025-09-04,2025-09-04 05:45:06 UTC,Ullevaal_Stadion,4098
2025-09-04,2025-09-04 05:50:06 UTC,Ullevaal_Stadion,4011
2025-09-04,2025-09-04 05:55:10 UTC,Ullevaal_Stadion,4053
2025-09-04,2025-09-04 06:00:06 UTC,Ullevaal_Stadion,4056
2025-09-04,2025-09-04 06:05:05 UTC,Ullevaal_Stadion,4111
2025-09-04,2025-09-04 06:10:05 UTC,Ullevaal_Stadion,4336
2025-09-04,2025-09-04 06:15:06 UTC,Ullevaal_Stadion,4360
2025-09-04,2025-09-04 06:20:09 UTC,Ullevaal_Stadion,4336
2025-09-04,2025-09-04 06:25:05 UTC,Ullevaal_Stadion,4364
2025-09-04,2025-09-04 06:30:06 UTC,Ullevaal_Stadion,4351
2025-09-04,2025-09-04 06:35:11 UTC,Ullevaal_Stadion,4433
2025-09-04,2025-09-04 06:40:05 UTC,Ullevaal_Stadion,4464
2025-09-04,2025-09-04 06:45:10 UTC,Ullevaal_Stadion,4558
2025-09-04,2025-09-04 06:50:06 UTC,Ullevaal_Stadion,4651
2025-09-04,2025-09-04 06:55:03 UTC,Ullevaal_Stadion,4793
2025-09-04,2025-09-04 07:00:09 UTC,Ullevaal_Stadion,4924
2025-09-04,2025-09-04 07:05:04 UTC,Ullevaal_Stadion,4873
2025-09-04,2025-09-04 07:10:06 UTC,Ullevaal_Stadion,4978
2025-09-04,2025-09-04 07:15:09 UTC,Ullevaal_Stadion,4978
2025-09-04,2025-09-04 07:20:09 UTC,Ullevaal_Stadion,5058
2025-09-04,2025-09-04 07:25:05 UTC,Ullevaal_Stadion,4978
2025-09-04,2025-09-04 07:30:10 UTC,Ullevaal_Stadion,5018
2025-09-04,2025-09-04 07:35:06 UTC,Ullevaal_Stadion,5078
2025-09-04,2025-09-04 07:40:10 UTC,Ullevaal_Stadion,5144
2025-09-04,2025-09-04 07:45:06 UTC,Ullevaal_Stadion,5176
2025-09-04,2025-09-04 07:50:06 UTC,Ullevaal_Stadion,5100
2025-09-04,2025-09-04 07:55:09 UTC,Ullevaal_Stadion,5273
2025-09-04,2025-09-04 08:00:06 UTC,Ullevaal_Stadion,5136
2025-09-04,2025-09-04 08:05:08 UTC,Ullevaal_Stadion,5200
2025-09-04,2025-09-04 08:10:08 UTC,Ullevaal_Stadion,5178
2025-09-04,2025-09-04 08:15:06 UTC,Ullevaal_Stadion,5100
