batch_data,timestamp,area_name,people,country
2025-09-03,2025-09-03 13:35:06 UTC,Ullevaal_Stadion,78,PL
2025-09-03,2025-09-03 13:35:06 UTC,Ullevaal_Stadion,120,NL
2025-09-03,2025-09-03 13:35:06 UTC,Ullevaal_Stadion,4018,NO
2025-09-03,2025-09-03 13:35:06 UTC,Ullevaal_Stadion,151,DE
2025-09-03,2025-09-03 13:35:06 UTC,Ullevaal_Stadion,69,UA
2025-09-03,2025-09-03 13:35:06 UTC,Ullevaal_Stadion,349,REST
2025-09-03,2025-09-03 13:40:06 UTC,Ullevaal_Stadion,4062,NO
2025-09-03,2025-09-03 13:40:06 UTC,Ullevaal_Stadion,338,REST
2025-09-03,2025-09-03 13:40:06 UTC,Ullevaal_Stadion,113,NL
2025-09-03,2025-09-03 13:40:06 UTC,Ullevaal_Stadion,144,DE
2025-09-03,2025-09-03 13:40:06 UTC,Ullevaal_Stadion,73,UA
2025-09-03,2025-09-03 13:40:06 UTC,Ullevaal_Stadion,62,PL
2025-09-03,2025-09-03 13:45:05 UTC,Ullevaal_Stadion,4020,NO
2025-09-03,2025-09-03 13:45:05 UTC,Ullevaal_Stadion,340,REST
2025-09-03,2025-09-03 13:45:05 UTC,Ullevaal_Stadion,149,DE
2025-09-03,2025-09-03 13:45:05 UTC,Ullevaal_Stadion,116,NL
2025-09-03,2025-09-03 13:45:05 UTC,Ullevaal_Stadion,73,UA
2025-09-03,2025-09-03 13:45:05 UTC,Ullevaal_Stadion,62,PL
2025-09-03,2025-09-03 13:50:06 UTC,Ullevaal_Stadion,3998,NO
2025-09-03,2025-09-03 13:50:06 UTC,Ullevaal_Stadion,51,PL
2025-09-03,2025-09-03 13:50:06 UTC,Ullevaal_Stadion,144,DE
2025-09-03,2025-09-03 13:50:06 UTC,Ullevaal_Stadion,351,REST
2025-09-03,2025-09-03 13:50:06 UTC,Ullevaal_Stadion,71,UA
2025-09-03,2025-09-03 13:50:06 UTC,Ullevaal_Stadion,116,NL
2025-09-03,2025-09-03 13:55:10 UTC,Ullevaal_Stadion,60,PL
2025-09-03,2025-09-03 13:55:10 UTC,Ullevaal_Stadion,342,REST
2025-09-03,2025-09-03 13:55:10 UTC,Ullevaal_Stadion,127,DE
2025-09-03,2025-09-03 13:55:10 UTC,Ullevaal_Stadion,122,NL
2025-09-03,2025-09-03 13:55:10 UTC,Ullevaal_Stadion,76,UA
2025-09-03,2025-09-03 13:55:10 UTC,Ullevaal_Stadion,3971,NO
2025-09-03,2025-09-03 14:00:05 UTC,Ullevaal_Stadion,62,PL
2025-09-03,2025-09-03 14:00:05 UTC,Ullevaal_Stadion,116,NL
2025-09-03,2025-09-03 14:00:05 UTC,Ullevaal_Stadion,140,DE
2025-09-03,2025-09-03 14:00:05 UTC,Ullevaal_Stadion,362,REST
2025-09-03,2025-09-03 14:00:05 UTC,Ullevaal_Stadion,69,UA
2025-09-03,2025-09-03 14:00:05 UTC,Ullevaal_Stadion,3964,NO
2025-09-03,2025-09-03 14:05:11 UTC,Ullevaal_Stadion,4016,NO
2025-09-03,2025-09-03 14:05:11 UTC,Ullevaal_Stadion,69,UA
2025-09-03,2025-09-03 14:05:11 UTC,Ullevaal_Stadion,347,REST
2025-09-03,2025-09-03 14:05:11 UTC,Ullevaal_Stadion,140,DE
2025-09-03,2025-09-03 14:05:11 UTC,Ullevaal_Stadion,76,PL
2025-09-03,2025-09-03 14:05:11 UTC,Ullevaal_Stadion,131,NL
2025-09-03,2025-09-03 14:10:11 UTC,Ullevaal_Stadion,342,REST
2025-09-03,2025-09-03 14:10:11 UTC,Ullevaal_Stadion,140,DE
2025-09-03,2025-09-03 14:10:11 UTC,Ullevaal_Stadion,116,NL
2025-09-03,2025-09-03 14:10:11 UTC,Ullevaal_Stadion,71,UA
2025-09-03,2025-09-03 14:10:11 UTC,Ullevaal_Stadion,64,PL
2025-09-03,2025-09-03 14:10:11 UTC,Ullevaal_Stadion,4022,NO
2025-09-03,2025-09-03 14:15:06 UTC,Ullevaal_Stadion,3940,NO
2025-09-03,2025-09-03 14:15:06 UTC,Ullevaal_Stadion,147,DE
2025-09-03,2025-09-03 14:15:06 UTC,Ullevaal_Stadion,336,REST
2025-09-03,2025-09-03 14:15:06 UTC,Ullevaal_Stadion,111,NL
2025-09-03,2025-09-03 14:15:06 UTC,Ullevaal_Stadion,53,PL
2025-09-03,2025-09-03 14:15:06 UTC,Ullevaal_Stadion,67,UA
2025-09-03,2025-09-03 14:20:05 UTC,Ullevaal_Stadion,164,DE
2025-09-03,2025-09-03 14:20:05 UTC,Ullevaal_Stadion,4007,NO
2025-09-03,2025-09-03 14:20:05 UTC,Ullevaal_Stadion,53,PL
2025-09-03,2025-09-03 14:20:05 UTC,Ullevaal_Stadion,360,REST
2025-09-03,2025-09-03 14:20:05 UTC,Ullevaal_Stadion,113,NL
2025-09-03,2025-09-03 14:20:05 UTC,Ullevaal_Stadion,71,UA
2025-09-03,2025-09-03 14:25:06 UTC,Ullevaal_Stadion,4089,NO
2025-09-03,2025-09-03 14:25:06 UTC,Ullevaal_Stadion,344,REST
2025-09-03,2025-09-03 14:25:06 UTC,Ullevaal_Stadion,56,PL
2025-09-03,2025-09-03 14:25:06 UTC,Ullevaal_Stadion,162,DE
2025-09-03,2025-09-03 14:25:06 UTC,Ullevaal_Stadion,71,UA
2025-09-03,2025-09-03 14:25:06 UTC,Ullevaal_Stadion,113,NL
2025-09-03,2025-09-03 14:30:08 UTC,Ullevaal_Stadion,73,UA
2025-09-03,2025-09-03 14:30:08 UTC,Ullevaal_Stadion,3896,NO
2025-09-03,2025-09-03 14:30:08 UTC,Ullevaal_Stadion,164,DE
2025-09-03,2025-09-03 14:30:08 UTC,Ullevaal_Stadion,124,NL
